"country","area","time","agri_emp","industry_emp","services_emp","agri_value_add","industry_value_add","services_value_add","gdp_growth","gdp_constant","gdp_per_capita_constant","gdp_ppp_constant","urban_population","rural_population","total_population","unemployment_total","unemployment_male","unemployment_female"
"FRA","West Europe","YR2019",0.049399199107711,0.168051681296781,0.905627475981161,0.158380785773902,0.0109869155088232,0.964095816513869,0.511930260209486,0.726613792486228,0.46731265899213,0.60176783991406,0.671563483735572,0.328436516264428,0.808588932389316,0.26702657807309,0.28391959798995,0.247015232606011
"GBR","West Europe","YR2010",0.00567423482718834,0.111726601009984,0.96862544758045,0.00585475052237079,0.0789758862556587,0.984419629535703,0.537638707502171,0.740562068379788,0.515707622427678,0.518168451897894,0.686378853745066,0.313621146254934,0.754435319847663,0.240033222591362,0.286850921273032,0.184849732400165
"GBR","West Europe","YR2011",0.00567423482718834,0.11034161623521,0.969372429086078,0.0204465064619876,0.0621101778346137,0.966381754632382,0.477582229803101,0.751720689094636,0.518658566442813,0.524248184792148,0.693074501573977,0.306925498426023,0.760384525163123,0.250415282392027,0.289782244556114,0.204199258954302
"GBR","West Europe","YR2012",0.00467290065757455,0.1052631018856,0.972858469356026,0.0116959970957893,0.0617723972154789,0.972031804691448,0.478680570074642,0.762879309809483,0.523085668583061,0.53127594609753,0.699745165642332,0.300254834357668,0.765717118594411,0.244186046511628,0.275963149078727,0.205846027171676
"GBR","West Europe","YR2013",0.000333778067663873,0.0960295445690086,0.981075645648983,0.0117176557201831,0.0736401076269926,0.959287109326428,0.516123099488089,0.776827585703043,0.532304209302559,0.542450332316379,0.706365862189577,0.293634137810423,0.77088846753475,0.228820598006645,0.260887772194305,0.191848497324002
"GBR","West Europe","YR2014",0.00700934699771033,0.100646279136815,0.973854508109873,0.0297809013957407,0.0549385915682506,0.967131524455255,0.614258506617321,0.799144827132739,0.545418825828657,0.563346366583867,0.71293659121571,0.28706340878429,0.776615141680413,0.170265780730897,0.194304857621441,0.141622066694113
"GBR","West Europe","YR2015",0.00300400644742611,0.0863342079322932,0.984312628919716,0.0112066830907627,0.0454182176548117,0.979434721553717,0.581411301542603,0.821462068562435,0.555298289400691,0.580669067862766,0.719457352720732,0.280542647279268,0.782823797560616,0.136627906976744,0.156197654941374,0.112803622890078
"GBR","West Europe","YR2016",0.00267022837976223,0.0775622531121864,0.989292822190943,0,0.0192972561975989,1,0.54940495370259,0.838199999634706,0.561455324779717,0.59517963572069,0.725953130465197,0.274046869534802,0.788808387989884,0.116279069767442,0.134003350083752,0.0946891724989708
"GBR","West Europe","YR2017",0.00367156254937602,0.0678670046564506,0.993774900965734,0.00439931207779151,0.0298183500873856,0.993207154434151,0.537907398321966,0.85772758588569,0.568303416749645,0.609428321934139,0.732373956927997,0.267626043072003,0.794211787891649,0.0963455149501661,0.113484087102178,0.0757513379991766
"GBR","West Europe","YR2018",0.000667560073912488,0.0618651084902316,0.999253018494371,0.00162248871867743,0.0333678000981945,0.99311194728562,0.49481487721201,0.87167586177925,0.572521644941454,0.619814832174627,0.738744815869685,0.261255184130315,0.799062109645505,0.0826411960132891,0.097571189279732,0.0642239604775628
"GBR","West Europe","YR2019",0,0.0614035055320665,1,0.00748307892540041,0.0368653858298318,0.993034974360894,0.496688087391048,0.88562413767281,0.577824264441445,0.630948094195415,0.745090691050817,0.254909308949183,0.803604342914444,0.071843853820598,0.0921273031825796,0.0473445862494854
"HUN","East Europe","YR2010",0.116488650788256,0.642197596618265,0.59985064179648,0.408712248768623,0.372011807321969,0.488228338944972,0.444211296622653,0.0272472391831392,0.0718401804887218,0.136641539523796,0.376805076700145,0.623194923299855,0.116967577655556,0.380398671096346,0.414154103852596,0.340881020996295
"HUN","East Europe","YR2011",0.128170890466238,0.648661095742649,0.587898367985358,0.567938494712137,0.367577529785821,0.464690869558306,0.513461651411761,0.0278051702188816,0.0754398145537521,0.148009607143037,0.387972817668516,0.612027182331485,0.1166257349856,0.374584717607973,0.391541038525963,0.354055166735282
"HUN","East Europe","YR2012",0.133845125293426,0.60018467664033,0.609561781100694,0.550730918502519,0.363668534710642,0.438712679591756,0.235590502540423,0.0275262047010104,0.0740018671599568,0.143976231522164,0.39596762104632,0.60403237895368,0.116005196791429,0.373338870431894,0.40284757118928,0.338822560724578
"HUN","East Europe","YR2013",0.124499339899505,0.60526310234728,0.614043859875485,0.555024039148061,0.365079014807364,0.446318771752909,0.508667724399672,0.0280841357367528,0.0775107936204508,0.15516889252214,0.402838155199121,0.59716184480088,0.115675628370579,0.339285714285714,0.355527638190955,0.31947303417044
"HUN","East Europe","YR2014",0.121161543468528,0.632963951120694,0.601344604558734,0.558187961236254,0.394936604968052,0.424407012345691,0.72410569918897,0.0294789633261088,0.0850585626251686,0.17983176749928,0.409683705591366,0.590316294408634,0.115354105864988,0.237541528239203,0.244974874371859,0.227665706051873
"HUN","East Europe","YR2015",0.128504676477827,0.625115378578876,0.600099508805672,0.533938708176922,0.427172192205927,0.396316738625741,0.677721221604987,0.0305948253975935,0.0921711689523884,0.202432357685106,0.416504272223055,0.583495727776945,0.115070928306896,0.199335548172757,0.205192629815745,0.191848497324002
"HUN","East Europe","YR2016",0.133177569191476,0.630193892466806,0.593874409771406,0.5506564740042,0.385868113087925,0.44481155307775,0.543032511180842,0.0314317219512071,0.0966156832949426,0.217264985131454,0.423474741418078,0.576525258581922,0.114720520240666,0.129152823920266,0.142378559463987,0.112391930835735
"HUN","East Europe","YR2017",0.133177569191476,0.680055385448239,0.566982031495163,0.528154139274447,0.370904225867711,0.460353933528757,0.728101166556883,0.0328265495405631,0.105182449013894,0.244976802056821,0.430545145655324,0.569454854344676,0.114405726826366,0.0892857142857143,0.0875209380234506,0.0901605599011939
"HUN","East Europe","YR2018",0.126835778295716,0.72160652656773,0.549302772897208,0.483794221019494,0.36697196823705,0.460223596155684,0.82532687858517,0.0350582736835327,0.115973973368378,0.279983658088368,0.437765452455904,0.562234547544096,0.114255898836799,0.0705980066445183,0.0737018425460636,0.0662824207492795
"HUN","East Europe","YR2019",0.122496655672428,0.706371160804219,0.560756932460897,0.46002282451609,0.353273351361058,0.48236067437729,0.753545750186128,0.0367320667907599,0.125623983189784,0.310918222231875,0.445085694298706,0.554914305701294,0.114202464777949,0.0585548172757475,0.0686767169179229,0.0461095100864553
"ISL","Nordic","YR2010",0.151535385810186,0.0761772678757323,0.87898405958462,0.9489615885135,0.225943360533938,0.673697049496995,0.0952224737783382,0,0.600482717321404,0.632871495791412,0.992979563283865,0.00702043671613453,0,0.230481727574751,0.275544388609715,0.179086043639358
"ISL","Nordic","YR2011",0.148197589379208,0.0812556940443633,0.878735002336402,1,0.240750757073408,0.645433201231919,0.512180453673414,7.89230128443903e-05,0.611080214795508,0.648609443383,0.993304352171089,0.00669564782891123,1.17547680897213e-05,0.208471760797342,0.252931323283082,0.157678056813503
"ISL","Nordic","YR2012",0.150200273606286,0.0660202400998724,0.885458215867105,0.993475210707898,0.181555539573233,0.678134196326369,0.442475033521815,0.000125242125226551,0.614776207695887,0.654098224145498,0.993629141058312,0.00637085894168792,3.23165515313509e-05,0.165697674418605,0.192211055276382,0.135034993824619
"ISL","Nordic","YR2013",0.113484640368867,0.0854108256540042,0.902639359968624,0.876609255436236,0.183755512146005,0.710281510615861,0.753402911132427,0.000325600750351656,0.639918216590896,0.691435682468931,0.994453605156648,0.00554639484335183,6.91392988463257e-05,0.139950166112957,0.164572864321608,0.111156854672705
